Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
1151,Initech,Email,25-34,83,Email,0.1511,84.32,92.46,Phoenix,French,3345,33701,7.02,Middle Aged,2021-02-17
1152,Globex,Social Media,45-54,68,Facebook,0.0384,88.62,0.0,Los Angeles,English,4361,27138,9.05,Youth,2021-02-17
1153,Globex,TV,35-44,36,TV,0.1027,302.65,77.23,Chicago,German,2696,19320,9.32,Middle Aged,2021-02-18
1154,Hooli,Email,45-54,49,Twitter,0.1378,108.04,63.59,Los Angeles,French,1495,21395,9.36,Senior,2021-02-18
1155,Acme Corp,Social Media,35-44,38,YouTube,0.0799,93.48,31.58,Phoenix,French,4073,69830,6.71,Youth,2021-02-18
1156,Hooli,TV,45-54,41,Google Ads,0.0303,99.79,0.0,San Diego,French,936,11454,9.26,Middle Aged,2021-02-18
1157,Globex,Email,55+,61,Twitter,0.1841,75.67,140.11,Dallas,German,1165,10572,1.32,Middle Aged,2021-02-18
1158,Umbrella,Email,25-34,21,YouTube,0.1062,92.79,78.24,New York,German,4260,42739,6.02,Middle Aged,2021-02-18
1159,Umbrella,Social Media,18-24,40,Twitter,0.1191,54.63,101.67,New York,English,3145,41192,7.6,Middle Aged,2021-02-18
1160,Umbrella,Influencer,45-54,88,Facebook,0.1109,97.01,8.75,Dallas,English,4531,55100,9.43,Youth,2021-02-18
1161,Umbrella,Email,35-44,29,Twitter,0.134,65.0,119.71,Chicago,Spanish,4161,21544,3.28,Youth,2021-02-18
1162,Umbrella,Email,25-34,38,Email,0.1312,53.69,83.06,Chicago,Spanish,4801,77341,5.85,Youth,2021-02-18
1163,Globex,TV,18-24,56,Radio,0.1043,160.82,99.74,Dallas,French,2059,15326,4.04,Middle Aged,2021-02-18
1164,Initech,Radio,35-44,56,Twitter,0.01,34.7,0.0,San Diego,Spanish,1815,27888,5.38,Senior,2021-02-18
1165,Umbrella,Social Media,35-44,89,YouTube,0.064,124.79,40.0,Houston,French,4987,50535,5.04,Middle Aged,2021-02-18
1166,Initech,Social Media,25-34,46,Google Ads,0.0413,166.02,78.36,Phoenix,German,120,2037,8.5,Senior,2021-02-18
1167,Umbrella,Influencer,55+,50,Google Ads,0.0656,145.61,62.31,San Diego,German,2327,40515,8.24,Youth,2021-02-18
1168,Hooli,Influencer,55+,18,Radio,0.1592,78.15,73.91,Chicago,German,2506,18249,3.95,Middle Aged,2021-02-18
1169,Acme Corp,Social Media,55+,74,Instagram,0.0792,94.51,66.88,Chicago,German,232,4287,2.81,Middle Aged,2021-02-18
1170,Initech,Influencer,25-34,28,Radio,0.0852,112.83,0.0,Phoenix,French,775,4042,8.51,Youth,2021-02-18
1171,Acme Corp,TV,35-44,49,TV,0.0749,323.87,71.66,Houston,English,726,13736,9.55,Middle Aged,2021-02-18
1172,Globex,Social Media,25-34,85,Twitter,0.068,93.95,79.59,Houston,French,889,7257,0.19,Senior,2021-02-18
1173,Hooli,Influencer,55+,48,Google Ads,0.1006,127.45,72.9,Los Angeles,English,1090,18147,5.01,Senior,2021-02-18
1174,Umbrella,Social Media,45-54,25,Radio,0.0973,97.13,44.76,San Diego,German,3556,21650,7.72,Senior,2021-02-18
1175,Umbrella,Radio,25-34,78,Twitter,0.0273,70.21,31.29,Phoenix,French,895,8689,9.86,Middle Aged,2021-02-18
1176,Globex,Email,45-54,85,TV,0.1211,277.58,58.52,New York,German,4347,60954,5.31,Middle Aged,2021-02-18
1177,Initech,Social Media,55+,10,Google Ads,0.1009,122.77,41.9,New York,German,1698,24211,7.19,Senior,2021-02-19
1178,Umbrella,Email,25-34,31,TV,0.1458,299.71,111.29,New York,French,4022,61327,9.33,Middle Aged,2021-02-19
1179,Initech,Influencer,25-34,57,Twitter,0.1424,90.85,150.29,Phoenix,French,2132,21684,3.75,Senior,2021-02-19
1180,Umbrella,Email,45-54,66,YouTube,0.1379,96.84,78.42,Phoenix,Spanish,3260,46217,8.85,Youth,2021-02-19
1181,Initech,Social Media,18-24,43,Twitter,0.1106,103.45,28.61,Houston,German,1813,20313,2.66,Senior,2021-02-19
1182,Acme Corp,Radio,45-54,32,Radio,0.0404,157.95,0.0,Los Angeles,French,429,6356,7.25,Youth,2021-02-19
1183,Initech,Influencer,55+,79,TV,0.1518,289.5,43.15,Los Angeles,Spanish,3642,48135,9.56,Youth,2021-02-19
1184,Globex,Social Media,45-54,50,YouTube,0.1108,98.25,164.61,Houston,French,1796,13017,6.48,Youth,2021-02-19
1185,Umbrella,Influencer,18-24,61,YouTube,0.1571,125.75,159.98,Phoenix,English,2190,37639,3.76,Senior,2021-02-19
1186,Hooli,TV,55+,56,Instagram,0.052,118.41,73.98,San Diego,Spanish,1590,29273,0.78,Senior,2021-02-19
1187,Initech,Email,25-34,37,Google Ads,0.1615,66.5,144.58,Phoenix,Spanish,3226,26584,2.01,Middle Aged,2021-02-19
1188,Hooli,TV,25-34,76,Email,0.0431,26.09,0.0,Phoenix,French,1174,13627,7.29,Middle Aged,2021-02-19
1189,Initech,Social Media,18-24,31,YouTube,0.0531,87.45,78.82,New York,Spanish,3525,39037,9.9,Youth,2021-02-19
1190,Acme Corp,Radio,55+,66,TV,0.1001,328.13,106.6,Houston,Spanish,776,10960,8.5,Senior,2021-02-19
1191,Hooli,Influencer,55+,12,Google Ads,0.0974,145.15,44.37,Phoenix,French,1372,7290,7.91,Middle Aged,2021-02-19
1192,Globex,Email,25-34,25,Facebook,0.1771,100.09,29.36,San Diego,English,1450,23897,0.19,Middle Aged,2021-02-19
1193,Hooli,Influencer,45-54,11,Twitter,0.1418,92.71,0.0,Houston,English,1230,21697,7.34,Middle Aged,2021-02-19
1194,Initech,Social Media,45-54,75,Radio,0.0854,184.26,63.11,Los Angeles,German,276,2522,8.28,Senior,2021-02-19
1195,Globex,Influencer,55+,65,TV,0.1154,311.19,33.43,New York,Spanish,4324,78783,3.25,Middle Aged,2021-02-19
1196,Acme Corp,Email,18-24,60,Facebook,0.1456,101.78,89.37,Dallas,German,4103,70259,10.0,Youth,2021-02-19
1197,Hooli,Social Media,18-24,11,TV,0.0603,308.64,16.41,Dallas,German,3364,44158,0.36,Senior,2021-02-19
1198,Globex,Influencer,25-34,55,Twitter,0.1228,91.12,5.95,Los Angeles,German,1217,11322,3.91,Middle Aged,2021-02-19
1199,Hooli,Radio,35-44,26,Instagram,0.01,80.31,93.49,Houston,German,1557,13321,2.13,Middle Aged,2021-02-19
1200,Acme Corp,Social Media,18-24,60,TV,0.1024,282.65,0.0,Los Angeles,Spanish,4291,52447,9.73,Senior,2021-02-19
1201,Acme Corp,Social Media,35-44,83,YouTube,0.0731,86.81,3.38,Chicago,English,788,9635,6.72,Middle Aged,2021-02-20
1202,Acme Corp,Radio,45-54,79,Email,0.0111,44.49,5.21,Dallas,English,1682,23662,4.17,Middle Aged,2021-02-20
1203,Acme Corp,TV,25-34,84,YouTube,0.0117,116.31,13.0,Houston,German,1901,33044,9.73,Youth,2021-02-20
1204,Globex,Email,45-54,19,Twitter,0.146,102.98,0.0,Houston,Spanish,1423,27742,0.62,Senior,2021-02-20
1205,Globex,TV,18-24,54,TV,0.0471,287.9,64.59,Houston,German,1875,30531,2.19,Middle Aged,2021-02-20
1206,Acme Corp,Influencer,45-54,69,Email,0.1045,100.57,85.48,Phoenix,French,3908,71252,4.23,Senior,2021-02-20
1207,Initech,Radio,55+,88,YouTube,0.0551,95.55,137.1,New York,German,464,6360,1.24,Senior,2021-02-20
1208,Globex,TV,45-54,88,Email,0.0605,50.39,44.75,Dallas,French,615,3195,9.97,Youth,2021-02-20
1209,Acme Corp,Social Media,35-44,49,Radio,0.0817,155.73,36.0,New York,English,675,3410,5.73,Youth,2021-02-20
1210,Globex,Influencer,35-44,84,Twitter,0.0922,57.38,0.0,Phoenix,French,4054,36488,1.62,Senior,2021-02-20
1211,Hooli,Influencer,45-54,18,Instagram,0.0978,80.0,0.0,Los Angeles,English,4876,68310,2.48,Youth,2021-02-20
1212,Initech,TV,18-24,45,Instagram,0.01,83.91,0.0,Dallas,Spanish,641,6549,3.96,Youth,2021-02-20
1213,Acme Corp,TV,35-44,63,TV,0.0443,276.51,0.0,San Diego,Spanish,1036,7951,7.26,Middle Aged,2021-02-20
1214,Initech,Radio,25-34,77,YouTube,0.0568,83.61,69.52,Phoenix,German,4149,70757,3.04,Youth,2021-02-20
1215,Globex,Email,55+,85,Facebook,0.1137,78.45,35.44,Dallas,English,1473,28782,2.98,Youth,2021-02-20
1216,Globex,TV,18-24,89,Twitter,0.0332,61.87,78.03,San Diego,Spanish,2232,11746,6.26,Middle Aged,2021-02-20
1217,Hooli,TV,25-34,15,YouTube,0.0484,87.03,38.78,Chicago,English,2645,16462,0.46,Middle Aged,2021-02-20
1218,Acme Corp,Social Media,18-24,68,YouTube,0.0968,120.5,64.91,Houston,French,2639,32411,7.12,Senior,2021-02-20
1219,Acme Corp,Influencer,35-44,28,Instagram,0.0757,54.98,0.0,San Diego,German,2856,29469,5.48,Youth,2021-02-20
1220,Umbrella,Email,18-24,42,TV,0.2166,311.7,140.66,Phoenix,English,1853,29678,4.34,Middle Aged,2021-02-20
1221,Hooli,Social Media,25-34,9,Email,0.1026,53.02,73.07,New York,French,1790,25308,3.93,Youth,2021-02-20
1222,Initech,Radio,18-24,88,Twitter,0.022,75.67,0.0,Los Angeles,German,2649,16090,2.21,Senior,2021-02-20
1223,Acme Corp,Radio,35-44,22,Radio,0.01,125.44,68.95,Dallas,German,2058,26864,2.4,Youth,2021-02-20
1224,Umbrella,TV,45-54,9,Email,0.0585,38.9,72.99,Dallas,German,831,9015,5.0,Youth,2021-02-20
1225,Initech,TV,25-34,82,Google Ads,0.0642,127.83,0.0,New York,Spanish,933,18042,1.98,Youth,2021-02-21
1226,Globex,Radio,45-54,64,Google Ads,0.0103,109.19,51.99,Dallas,French,2252,27894,5.68,Middle Aged,2021-02-21
1227,Globex,TV,35-44,81,Twitter,0.0166,39.27,0.0,Phoenix,English,4786,86224,6.5,Middle Aged,2021-02-21
1228,Hooli,Email,25-34,29,TV,0.1232,294.62,29.26,Phoenix,English,1335,7206,4.58,Senior,2021-02-21
1229,Globex,TV,45-54,39,Facebook,0.0519,76.18,43.53,Phoenix,German,384,2826,1.07,Youth,2021-02-21
1230,Globex,Influencer,25-34,74,Google Ads,0.1223,134.58,110.52,Phoenix,English,3638,37353,9.38,Senior,2021-02-21
1231,Umbrella,TV,55+,67,Instagram,0.1149,112.72,133.81,Chicago,French,4333,78355,8.33,Senior,2021-02-21
1232,Initech,Social Media,45-54,20,Facebook,0.0151,82.76,95.37,Phoenix,German,175,2918,9.54,Middle Aged,2021-02-21
1233,Initech,Email,45-54,44,YouTube,0.1298,108.74,0.0,Dallas,French,995,17606,3.68,Youth,2021-02-21
1234,Umbrella,Social Media,55+,79,Google Ads,0.0641,141.11,0.0,Chicago,English,2558,23580,0.32,Youth,2021-02-21
1235,Initech,Social Media,35-44,59,Instagram,0.0946,86.24,25.82,San Diego,French,4893,29991,4.36,Senior,2021-02-21
1236,Initech,Influencer,55+,67,YouTube,0.1358,110.83,22.77,Dallas,Spanish,1844,15714,4.65,Youth,2021-02-21
1237,Hooli,Email,25-34,39,Facebook,0.144,51.61,195.5,Dallas,Spanish,4883,69012,7.07,Middle Aged,2021-02-21
1238,Acme Corp,Email,25-34,89,Twitter,0.1953,58.75,111.68,New York,German,1038,19567,7.35,Senior,2021-02-21
1239,Initech,Email,25-34,73,YouTube,0.1165,134.28,47.74,Houston,Spanish,3441,38412,4.25,Senior,2021-02-21
1240,Initech,Email,35-44,62,Email,0.1291,70.49,37.45,New York,Spanish,1807,12865,9.77,Middle Aged,2021-02-21
1241,Initech,Email,55+,67,Twitter,0.1105,86.72,65.21,Dallas,French,4439,62552,1.12,Middle Aged,2021-02-21
1242,Globex,Influencer,18-24,44,Twitter,0.1156,52.28,0.0,Houston,German,4351,31177,9.02,Middle Aged,2021-02-21
1243,Umbrella,TV,45-54,33,Facebook,0.04,49.53,65.12,Dallas,Spanish,3878,50859,7.7,Middle Aged,2021-02-21
1244,Hooli,Social Media,55+,46,Facebook,0.1036,60.83,121.83,Phoenix,English,3056,18388,5.33,Middle Aged,2021-02-21
1245,Globex,Email,25-34,12,Instagram,0.2056,92.07,17.08,Phoenix,German,745,13015,7.63,Middle Aged,2021-02-21
1246,Umbrella,TV,55+,54,Instagram,0.0947,100.62,76.49,Dallas,English,2339,40416,7.54,Senior,2021-02-21
1247,Hooli,TV,55+,24,Email,0.0133,81.68,29.03,Dallas,Spanish,1229,16279,1.67,Youth,2021-02-21
1248,Globex,Social Media,35-44,38,Twitter,0.0816,45.9,67.39,Houston,Spanish,1561,8334,5.32,Youth,2021-02-21
1249,Hooli,Influencer,45-54,42,Radio,0.1432,138.67,97.66,Phoenix,English,2378,21724,4.71,Senior,2021-02-22
1250,Initech,Radio,35-44,85,TV,0.0601,332.65,0.0,Dallas,German,2446,17230,4.94,Youth,2021-02-22
1251,Globex,Radio,35-44,29,Email,0.1094,18.21,47.82,Los Angeles,French,1151,14550,1.68,Youth,2021-02-22
1252,Globex,TV,25-34,20,Email,0.0434,54.39,65.24,New York,German,626,4008,3.85,Senior,2021-02-22
1253,Acme Corp,Social Media,35-44,52,TV,0.0823,261.52,0.0,Chicago,English,2811,51212,5.19,Youth,2021-02-22
1254,Initech,Radio,45-54,9,TV,0.1072,293.05,59.24,Dallas,English,4558,78464,6.84,Youth,2021-02-22
1255,Initech,TV,25-34,13,TV,0.0626,339.32,59.84,New York,Spanish,2517,18537,4.23,Senior,2021-02-22
1256,Globex,Influencer,35-44,23,Facebook,0.1021,90.98,33.06,Phoenix,Spanish,2237,33649,6.47,Youth,2021-02-22
1257,Globex,Radio,25-34,74,Email,0.0108,76.5,29.06,Phoenix,Spanish,1825,27818,6.18,Middle Aged,2021-02-22
1258,Umbrella,TV,55+,64,Email,0.0563,60.92,30.13,Los Angeles,English,1828,18466,8.13,Senior,2021-02-22
1259,Acme Corp,TV,45-54,56,YouTube,0.082,110.58,30.14,Phoenix,Spanish,4640,32823,4.15,Youth,2021-02-22
1260,Globex,Email,18-24,76,TV,0.1816,267.36,69.42,Houston,French,4154,25485,8.73,Youth,2021-02-22
1261,Hooli,Influencer,18-24,52,TV,0.0938,341.3,110.66,Los Angeles,Spanish,4163,66796,0.26,Middle Aged,2021-02-22
1262,Umbrella,Email,18-24,65,Instagram,0.1531,122.61,70.67,Phoenix,German,3151,25864,9.01,Senior,2021-02-22
1263,Globex,Social Media,55+,28,Instagram,0.0665,75.07,0.0,Chicago,Spanish,228,3315,9.51,Senior,2021-02-22
1264,Initech,Email,35-44,78,Twitter,0.1456,100.63,9.51,Chicago,Spanish,3253,55866,4.12,Youth,2021-02-22
1265,Acme Corp,Email,55+,34,Instagram,0.1772,111.28,12.99,Dallas,English,308,4862,9.49,Middle Aged,2021-02-22
1266,Umbrella,Radio,18-24,8,Google Ads,0.0385,133.08,0.0,Houston,Spanish,145,3531,8.64,Middle Aged,2021-02-22
1267,Hooli,TV,35-44,65,Twitter,0.0696,74.25,11.97,Los Angeles,Spanish,4159,58385,0.57,Middle Aged,2021-02-22
1268,Umbrella,Influencer,55+,60,Radio,0.1405,147.99,63.76,Houston,German,100,1361,6.51,Middle Aged,2021-02-22
1269,Acme Corp,Email,35-44,72,TV,0.1317,334.8,50.36,Phoenix,German,3335,56972,9.18,Middle Aged,2021-02-22
1270,Acme Corp,Influencer,18-24,69,YouTube,0.1569,102.7,36.68,Dallas,French,1734,15901,2.06,Middle Aged,2021-02-22
1271,Umbrella,Email,45-54,33,Instagram,0.1171,99.44,31.33,New York,English,897,17376,9.21,Senior,2021-02-22
1272,Hooli,Social Media,18-24,13,YouTube,0.0421,133.14,54.58,Phoenix,English,1003,12392,2.07,Youth,2021-02-22
1273,Umbrella,Email,18-24,18,Instagram,0.1357,113.26,119.22,San Diego,French,4453,84854,6.31,Youth,2021-02-23
1274,Initech,Radio,25-34,14,Instagram,0.0107,65.3,90.31,San Diego,Spanish,3271,23204,3.81,Middle Aged,2021-02-23
1275,Umbrella,TV,35-44,15,YouTube,0.0682,88.31,36.07,New York,German,1994,10431,5.48,Senior,2021-02-23
1276,Globex,Social Media,25-34,24,Email,0.1569,33.55,144.43,Dallas,French,4950,34805,2.81,Senior,2021-02-23
1277,Globex,Email,55+,44,Email,0.1838,58.9,99.29,Houston,German,4043,24685,4.07,Middle Aged,2021-02-23
1278,Hooli,Influencer,55+,40,Email,0.0955,40.36,119.64,Phoenix,English,2161,35525,5.03,Youth,2021-02-23
1279,Globex,Social Media,18-24,76,Google Ads,0.0501,112.36,54.44,Los Angeles,German,4625,37871,5.02,Middle Aged,2021-02-23
1280,Globex,Social Media,25-34,21,Email,0.1093,45.31,56.86,Houston,Spanish,3464,49232,9.94,Senior,2021-02-23
1281,Umbrella,Email,25-34,67,Instagram,0.1145,97.42,0.0,New York,Spanish,974,14913,8.55,Middle Aged,2021-02-23
1282,Umbrella,Social Media,45-54,74,TV,0.0505,294.78,17.79,New York,Spanish,2945,44196,1.47,Youth,2021-02-23
1283,Acme Corp,Influencer,45-54,11,Facebook,0.1311,99.37,25.0,New York,French,2103,36622,9.61,Youth,2021-02-23
1284,Globex,Social Media,18-24,83,YouTube,0.0637,78.19,13.56,Chicago,French,1841,13115,5.68,Senior,2021-02-23
1285,Globex,Influencer,55+,67,TV,0.1236,270.4,124.5,Chicago,English,987,5609,6.1,Middle Aged,2021-02-23
1286,Acme Corp,Email,45-54,33,Facebook,0.1401,66.95,91.28,San Diego,Spanish,368,2652,2.76,Middle Aged,2021-02-23
1287,Acme Corp,TV,25-34,51,TV,0.0492,279.66,74.8,Houston,Spanish,3509,21337,3.03,Senior,2021-02-23
1288,Hooli,Social Media,25-34,64,Google Ads,0.1062,121.11,81.72,New York,French,3977,40766,1.38,Middle Aged,2021-02-23
1289,Acme Corp,TV,18-24,25,Facebook,0.0686,72.01,0.0,New York,Spanish,4780,90886,8.3,Senior,2021-02-23
1290,Acme Corp,Influencer,35-44,36,Radio,0.1475,124.03,170.24,Chicago,English,4282,43417,4.83,Middle Aged,2021-02-23
1291,Globex,Social Media,35-44,69,Twitter,0.0992,43.65,40.98,Phoenix,English,4546,50499,0.98,Youth,2021-02-23
1292,Initech,Radio,55+,11,Email,0.0613,53.66,82.59,Dallas,French,4005,68634,4.44,Senior,2021-02-23
1293,Hooli,TV,18-24,68,Radio,0.0499,168.02,106.48,New York,German,3595,65402,3.41,Middle Aged,2021-02-23
1294,Hooli,Social Media,45-54,81,Google Ads,0.0364,105.89,0.0,San Diego,English,1932,37322,6.9,Middle Aged,2021-02-23
1295,Umbrella,TV,55+,80,TV,0.0468,298.25,18.78,Phoenix,German,1354,23616,1.87,Middle Aged,2021-02-23
1296,Hooli,Social Media,45-54,47,Instagram,0.0895,77.16,79.64,New York,English,4072,48869,9.35,Senior,2021-02-23
1297,Acme Corp,Email,18-24,71,Email,0.1522,46.97,62.11,Los Angeles,Spanish,667,5989,7.81,Youth,2021-02-24
1298,Hooli,TV,55+,85,Radio,0.0626,185.24,168.16,Phoenix,Spanish,4410,58311,3.92,Middle Aged,2021-02-24
1299,Hooli,Radio,55+,32,Email,0.1018,99.99,64.27,Dallas,German,916,6959,1.88,Senior,2021-02-24
1300,Umbrella,Radio,45-54,83,Facebook,0.025,71.07,43.45,Chicago,French,3870,19817,7.68,Middle Aged,2021-02-24
1301,Umbrella,Influencer,35-44,75,Twitter,0.1079,59.77,145.69,Los Angeles,German,3779,68328,1.19,Youth,2021-02-24
1302,Hooli,Social Media,35-44,84,Email,0.1163,58.64,0.0,Phoenix,French,4952,60278,0.87,Youth,2021-02-24
1303,Globex,TV,45-54,60,TV,0.0537,302.41,4.84,Los Angeles,English,4874,58564,6.8,Youth,2021-02-24
1304,Acme Corp,Influencer,25-34,61,TV,0.1336,313.62,18.88,San Diego,French,4147,58613,2.0,Senior,2021-02-24
1305,Acme Corp,TV,25-34,74,YouTube,0.0322,97.5,37.74,Chicago,German,922,10891,6.43,Middle Aged,2021-02-24
1306,Acme Corp,Social Media,55+,14,YouTube,0.058,96.36,110.84,Dallas,German,4145,45639,3.55,Senior,2021-02-24
1307,Umbrella,Radio,45-54,15,Email,0.01,58.83,0.0,Chicago,French,2595,47080,0.96,Middle Aged,2021-02-24
1308,Acme Corp,Email,35-44,9,Facebook,0.1552,84.84,7.04,Los Angeles,French,1894,32654,6.24,Senior,2021-02-24
1309,Globex,Radio,18-24,33,Facebook,0.0106,70.36,14.29,Los Angeles,English,4184,34095,6.46,Middle Aged,2021-02-24
1310,Acme Corp,Influencer,25-34,15,Instagram,0.087,92.48,111.45,Chicago,English,2283,21483,5.4,Senior,2021-02-24
1311,Umbrella,Email,18-24,35,Google Ads,0.1698,122.53,45.48,Los Angeles,German,4956,70157,3.49,Middle Aged,2021-02-24
1312,Globex,Influencer,35-44,80,Google Ads,0.101,64.82,0.0,New York,English,2401,31322,9.14,Senior,2021-02-24
1313,Hooli,Social Media,45-54,83,Radio,0.044,148.86,101.14,Dallas,English,428,7195,6.8,Youth,2021-02-24
1314,Initech,Email,25-34,71,Google Ads,0.1109,138.06,45.78,San Diego,French,2675,40515,5.54,Senior,2021-02-24
1315,Globex,Influencer,55+,46,Twitter,0.1474,61.23,105.43,Dallas,Spanish,1917,28965,4.81,Youth,2021-02-24
1316,Umbrella,Social Media,18-24,84,Facebook,0.0768,65.12,107.46,Houston,German,3672,66446,8.43,Youth,2021-02-24
1317,Globex,Radio,25-34,86,Instagram,0.028,75.2,39.88,Phoenix,English,2997,48178,9.61,Middle Aged,2021-02-24
1318,Globex,Social Media,35-44,62,YouTube,0.0851,106.57,44.3,Chicago,German,4042,32684,5.57,Youth,2021-02-24
1319,Umbrella,TV,25-34,32,TV,0.0523,280.27,0.0,Dallas,French,1111,20044,0.49,Youth,2021-02-24
1320,Initech,Social Media,25-34,39,Google Ads,0.0641,124.76,5.48,Houston,Spanish,4568,46171,4.91,Middle Aged,2021-02-24
1321,Hooli,Social Media,45-54,78,YouTube,0.07,103.18,52.49,Dallas,French,2115,38486,6.46,Senior,2021-02-25
1322,Umbrella,TV,45-54,31,YouTube,0.0719,73.32,98.14,New York,Spanish,2605,45159,8.18,Senior,2021-02-25
1323,Hooli,Influencer,55+,7,Email,0.1447,68.91,48.41,San Diego,French,879,5807,3.11,Youth,2021-02-25
1324,Hooli,Influencer,45-54,7,Twitter,0.0949,95.03,17.9,Chicago,Spanish,3631,58674,6.76,Senior,2021-02-25
1325,Acme Corp,Social Media,35-44,33,Instagram,0.1184,95.03,83.41,Houston,Spanish,798,10328,0.46,Youth,2021-02-25
1326,Globex,TV,55+,74,Twitter,0.1103,70.77,16.96,Houston,French,286,6150,3.51,Senior,2021-02-25
1327,Initech,TV,18-24,43,Email,0.0413,39.98,42.64,New York,English,1069,11862,2.99,Senior,2021-02-25
1328,Hooli,Radio,55+,30,Instagram,0.0305,80.75,0.0,Dallas,English,3548,21812,0.86,Senior,2021-02-25
1329,Hooli,Influencer,45-54,50,Instagram,0.0931,81.34,59.53,Dallas,English,3585,32752,7.02,Youth,2021-02-25
1330,Globex,Email,55+,12,Facebook,0.1299,94.87,48.98,Phoenix,Spanish,4239,47116,3.68,Middle Aged,2021-02-25
1331,Acme Corp,Influencer,55+,45,Twitter,0.1297,81.46,70.55,Dallas,German,265,3756,2.18,Senior,2021-02-25
1332,Acme Corp,Influencer,25-34,71,Twitter,0.1895,30.58,135.06,Los Angeles,German,1275,9001,1.47,Senior,2021-02-25
1333,Initech,Radio,25-34,83,Facebook,0.0619,50.37,26.17,Los Angeles,French,800,9611,9.04,Senior,2021-02-25
1334,Acme Corp,Email,25-34,21,Radio,0.14,133.43,90.23,Dallas,English,308,3700,1.39,Youth,2021-02-25
1335,Initech,Radio,55+,70,YouTube,0.0273,90.7,0.0,Chicago,German,3369,57989,8.66,Middle Aged,2021-02-25
1336,Initech,Email,45-54,37,Email,0.1301,58.62,37.66,Chicago,English,3276,29922,5.2,Youth,2021-02-25
1337,Hooli,Social Media,35-44,82,Twitter,0.1118,59.21,1.08,Phoenix,French,1015,11803,0.31,Senior,2021-02-25
1338,Initech,Email,35-44,23,Facebook,0.1427,88.38,68.23,New York,German,4719,48033,9.58,Youth,2021-02-25
1339,Umbrella,Radio,18-24,32,TV,0.0536,331.93,41.45,Los Angeles,English,3851,54412,5.53,Senior,2021-02-25
1340,Initech,Influencer,35-44,83,Radio,0.1129,138.35,75.76,San Diego,French,4409,75794,3.18,Senior,2021-02-25
1341,Initech,Email,45-54,59,Instagram,0.2135,71.7,191.61,San Diego,German,1595,24177,2.68,Youth,2021-02-25
1342,Umbrella,Email,35-44,47,Google Ads,0.134,97.46,90.79,San Diego,English,1190,13616,3.17,Senior,2021-02-25
1343,Globex,TV,55+,51,TV,0.0289,279.31,0.0,San Diego,German,268,4329,2.15,Senior,2021-02-25
1344,Acme Corp,Influencer,55+,87,Facebook,0.1055,91.09,169.11,San Diego,French,2299,20984,2.46,Middle Aged,2021-02-25
1345,Acme Corp,Social Media,25-34,32,Google Ads,0.0927,135.17,7.05,Los Angeles,French,4669,33402,3.79,Youth,2021-02-26
1346,Acme Corp,Radio,18-24,57,YouTube,0.083,112.53,51.53,Dallas,French,2344,21320,5.21,Youth,2021-02-26
1347,Globex,Social Media,35-44,44,Email,0.0928,29.02,101.95,Los Angeles,Spanish,4208,46385,7.26,Senior,2021-02-26
1348,Umbrella,Influencer,55+,56,Google Ads,0.1412,112.33,98.49,New York,French,840,9294,3.03,Senior,2021-02-26
1349,Acme Corp,Email,35-44,48,Radio,0.167,142.39,0.0,Houston,French,3033,49256,1.35,Youth,2021-02-26
1350,Acme Corp,Email,25-34,48,YouTube,0.1,134.33,83.9,Dallas,German,4153,79857,0.21,Youth,2021-02-26
1351,Initech,Influencer,18-24,38,Google Ads,0.1195,125.92,32.3,San Diego,English,261,2912,3.72,Youth,2021-02-26
1352,Globex,Email,25-34,15,Instagram,0.1405,92.21,32.18,San Diego,German,707,4971,7.91,Senior,2021-02-26
1353,Acme Corp,Email,35-44,86,Instagram,0.1458,95.56,0.0,New York,English,827,4886,3.29,Middle Aged,2021-02-26
1354,Globex,Email,35-44,11,Radio,0.1253,141.41,70.4,San Diego,English,3884,20035,2.17,Middle Aged,2021-02-26
1355,Acme Corp,Radio,25-34,44,Instagram,0.066,98.06,10.39,Chicago,German,742,14367,9.12,Senior,2021-02-26
1356,Acme Corp,Radio,45-54,15,Instagram,0.0415,80.43,37.81,New York,German,3885,74304,6.62,Senior,2021-02-26
1357,Acme Corp,TV,25-34,76,Facebook,0.0513,108.55,0.0,Los Angeles,French,4998,25644,9.76,Senior,2021-02-26
1358,Umbrella,Social Media,55+,85,Instagram,0.0756,72.57,216.51,Dallas,English,4044,40602,5.61,Youth,2021-02-26
1359,Initech,Influencer,45-54,88,TV,0.1011,303.78,30.18,San Diego,Spanish,4111,62662,5.41,Senior,2021-02-26
1360,Umbrella,Influencer,45-54,75,Instagram,0.0665,103.41,91.31,New York,German,4143,29159,9.72,Youth,2021-02-26
1361,Globex,Influencer,35-44,47,TV,0.1282,298.4,121.14,Los Angeles,Spanish,1191,15900,6.11,Middle Aged,2021-02-26
1362,Initech,TV,25-34,80,Facebook,0.0534,82.54,75.42,Los Angeles,French,2388,41308,5.15,Senior,2021-02-26
1363,Hooli,Radio,25-34,86,Instagram,0.056,85.98,0.0,Houston,German,3627,61921,2.39,Senior,2021-02-26
1364,Umbrella,TV,55+,33,Radio,0.0522,131.74,122.08,Los Angeles,German,1122,17635,3.83,Youth,2021-02-26
